"","X1","#","Name","Type 1","Type 2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation","Legendary","url","desc.1","desc.2","list.best.stats","best.hp","best.atk","best.def","best.sp.atk","best.sp.def","best.spd"
"515",515,463,"Lickilicky","Normal",NA,515,110,85,95,80,95,50,4,"False","https://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pokémon)","Lickilicky (Japanese: ベロベルト Berobelt) is a Normal-type Pokémon introduced in Generation IV.
","It evolves from Lickitung when leveled up while knowing Rollout.
","z.hp",1,0,0,0,0,0
"516",516,464,"Rhyperior","Ground","Rock",535,115,140,130,55,55,40,4,"False","https://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pokémon)","Rhyperior (Japanese: ドサイドン Dosidon) is a dual-type Ground/Rock Pokémon introduced in Generation IV.
","It evolves from Rhydon when traded holding a Protector. It is the final form of Rhyhorn.
","z.atk",0,1,0,0,0,0
"517",517,465,"Tangrowth","Grass",NA,535,100,100,125,110,50,50,4,"False","https://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pokémon)","Tangrowth (Japanese: モジャンボ Mojumbo) is a Grass-type Pokémon introduced in Generation IV.
","It evolves from Tangela when leveled up while knowing Ancient Power.
","z.def",0,0,1,0,0,0
"518",518,466,"Electivire","Electric",NA,540,75,123,67,95,85,95,4,"False","https://bulbapedia.bulbagarden.net/wiki/Electivire_(Pokémon)","Electivire (Japanese: エレキブル Elekible) is an Electric-type Pokémon introduced in Generation IV.
","It evolves from Electabuzz when traded holding an Electirizer. It is the final form of Elekid.
","z.atk",0,1,0,0,0,0
"519",519,467,"Magmortar","Fire",NA,540,75,95,67,125,95,83,4,"False","https://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pokémon)","Magmortar (Japanese: ブーバーン Booburn) is a Fire-type Pokémon introduced in Generation IV.
","It evolves from Magmar when traded holding a Magmarizer. It is the final form of Magby.
","z.sp.atk",0,0,0,1,0,0
"520",520,468,"Togekiss","Fairy","Flying",545,85,50,95,120,115,80,4,"False","https://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pokémon)","Togekiss (Japanese: トゲキッス Togekiss) is a dual-type Fairy/Flying Pokémon introduced in Generation IV. Prior to Generation VI, it was a dual-type Normal/Flying Pokémon.
","It evolves from Togetic when exposed to a Shiny Stone. It is the final form of Togepi.
","z.sp.def",0,0,0,0,1,0
"521",521,469,"Yanmega","Bug","Flying",515,86,76,86,116,56,95,4,"False","https://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pokémon)","Yanmega (Japanese: メガヤンマ Megayanma) is a dual-type Bug/Flying Pokémon introduced in Generation IV.
","It evolves from Yanma when leveled up while knowing Ancient Power.
","z.sp.atk",0,0,0,1,0,0
"522",522,470,"Leafeon","Grass",NA,525,65,110,130,60,65,95,4,"False","https://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pokémon)","Leafeon (Japanese: リーフィア Leafia) is a Grass-type Pokémon introduced in Generation IV.
","It evolves from Eevee when it is leveled up near a Moss Rock. It is one of Eevee's final forms, the others being Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Glaceon, and Sylveon.
","z.def",0,0,1,0,0,0
"523",523,471,"Glaceon","Ice",NA,525,65,60,110,130,95,65,4,"False","https://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pokémon)","Glaceon (Japanese: グレイシア Glacia) is an Ice-type Pokémon introduced in Generation IV.
","It evolves from Eevee when it is leveled up near an Ice Rock. It is one of Eevee's final forms, the others being Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, and Sylveon.
","z.sp.atk",0,0,0,1,0,0
"524",524,472,"Gliscor","Ground","Flying",510,75,95,125,45,75,95,4,"False","https://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pokémon)","Gliscor (Japanese: グライオン Glion) is a dual-type Ground/Flying Pokémon introduced in Generation IV.
","It evolves from Gligar when leveled up at night while holding a Razor Fang.
","z.def",0,0,1,0,0,0
"525",525,473,"Mamoswine","Ice","Ground",530,110,130,80,70,60,80,4,"False","https://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pokémon)","Mamoswine (Japanese: マンムー Mammoo) is a dual-type Ice/Ground Pokémon introduced in Generation IV.
","It evolves from Piloswine when leveled up while knowing Ancient Power. It is the final form of Swinub.
","z.hp",1,0,0,0,0,0
"526",526,474,"Porygon-Z","Normal",NA,535,85,80,70,135,75,90,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"527",527,475,"Gallade","Psychic","Fighting",518,68,125,65,65,115,80,4,"False","https://bulbapedia.bulbagarden.net/wiki/Gallade_(Pokémon)","Gallade (Japanese: エルレイド Erureido) is a dual-type Psychic/Fighting Pokémon introduced in Generation IV.
","It evolves from a male Kirlia when exposed to a Dawn Stone. It is one of Ralts's final forms, the other being Gardevoir. It can Mega Evolve into Mega Gallade using the Galladite.
","z.sp.def",0,0,0,0,1,0
"528",528,475,"GalladeMega Gallade","Psychic","Fighting",618,68,165,95,65,115,110,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.atk",0,1,0,0,0,0
"529",529,476,"Probopass","Rock","Steel",525,60,55,145,75,150,40,4,"False","https://bulbapedia.bulbagarden.net/wiki/Probopass_(Pokémon)","Probopass (Japanese: ダイノーズ Dainose) is a dual-type Rock/Steel Pokémon introduced in Generation IV.
","It evolves from Nosepass when leveled up in a special magnetic field.
","z.sp.def",0,0,0,0,1,0
"530",530,477,"Dusknoir","Ghost",NA,525,45,100,135,65,135,45,4,"False","https://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pokémon)","Dusknoir (Japanese: ヨノワール Yonoir) is a Ghost-type Pokémon introduced in Generation IV.
","It evolves from Dusclops when traded holding a Reaper Cloth. It is the final form of Duskull.
","z.sp.def",0,0,0,0,1,0
"531",531,478,"Froslass","Ice","Ghost",480,70,80,70,80,70,110,4,"False","https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pokémon)","Froslass (Japanese: ユキメノコ Yukimenoko) is a dual-type Ice/Ghost Pokémon introduced in Generation IV.
","It evolves from a female Snorunt when exposed to a Dawn Stone. It is one of Snorunt's final forms, the other being Glalie.
","z.spd",0,0,0,0,0,1
"532",532,479,"Rotom","Electric","Ghost",440,50,50,77,95,77,91,4,"False","https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pokémon)","Rotom (Japanese: ロトム Rotom) is a dual-type Electric/Ghost Pokémon introduced in Generation IV.
","While it is not known to evolve into or from any other Pokémon, it has the ability to possess the motors of certain appliances and change forms.
","z.spd",0,0,0,0,0,1
"533",533,479,"RotomHeat Rotom","Electric","Fire",520,50,65,107,105,107,86,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"534",534,479,"RotomWash Rotom","Electric","Water",520,50,65,107,105,107,86,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"535",535,479,"RotomFrost Rotom","Electric","Ice",520,50,65,107,105,107,86,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"536",536,479,"RotomFan Rotom","Electric","Flying",520,50,65,107,105,107,86,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"537",537,479,"RotomMow Rotom","Electric","Grass",520,50,65,107,105,107,86,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"538",538,480,"Uxie","Psychic",NA,580,75,75,130,75,130,95,4,"True","https://bulbapedia.bulbagarden.net/wiki/Uxie_(Pokémon)","Uxie (Japanese: ユクシー Yuxie) is a Psychic-type Legendary Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.sp.def",0,0,0,0,1,0
"539",539,481,"Mesprit","Psychic",NA,580,80,105,105,105,105,80,4,"True","https://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pokémon)","Mesprit (Japanese: エムリット Emrit) is a Psychic-type Legendary Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.sp.def",0,0,0,0,1,0
"540",540,482,"Azelf","Psychic",NA,580,75,125,70,125,70,115,4,"True","https://bulbapedia.bulbagarden.net/wiki/Azelf_(Pokémon)","Azelf (Japanese: アグノム Agnome) is a Psychic-type Legendary Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"541",541,483,"Dialga","Steel","Dragon",680,100,120,120,150,100,90,4,"True","https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pokémon)","Dialga (Japanese: ディアルガ Dialga) is a dual-type Steel/Dragon Legendary Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.sp.atk",0,0,0,1,0,0
"542",542,484,"Palkia","Water","Dragon",680,90,120,100,150,120,100,4,"True","https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pokémon)","Palkia (Japanese: パルキア Palkia) is a dual-type Water/Dragon Legendary Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.sp.atk",0,0,0,1,0,0
"543",543,485,"Heatran","Fire","Steel",600,91,90,106,130,106,77,4,"True","https://bulbapedia.bulbagarden.net/wiki/Heatran_(Pokémon)","Heatran (Japanese: ヒードラン Heatran) is a dual-type Fire/Steel Legendary Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.sp.atk",0,0,0,1,0,0
"544",544,486,"Regigigas","Normal",NA,670,110,160,110,80,110,100,4,"True","https://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pokémon)","Regigigas (Japanese: レジギガス Regigigas) is a Normal-type Legendary Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.atk",0,1,0,0,0,0
"545",545,487,"GiratinaAltered Forme","Ghost","Dragon",680,150,100,120,100,120,90,4,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.hp",1,0,0,0,0,0
"546",546,487,"GiratinaOrigin Forme","Ghost","Dragon",680,150,120,100,120,100,90,4,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.hp",1,0,0,0,0,0
"547",547,488,"Cresselia","Psychic",NA,600,120,70,120,75,130,85,4,"False","https://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pokémon)","Cresselia (Japanese: クレセリア Cresselia) is a Psychic-type Legendary Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.sp.def",0,0,0,0,1,0
"548",548,489,"Phione","Water",NA,480,80,80,80,80,80,80,4,"False","https://bulbapedia.bulbagarden.net/wiki/Phione_(Pokémon)","Phione (Japanese: フィオネ Phione) is a Water-type Pokémon introduced in Generation IV.
","While it is not known to evolve into or from any other Pokémon, it can only be obtained by breeding Manaphy or another Phione with Ditto.
","z.hp",1,0,0,0,0,0
"549",549,490,"Manaphy","Water",NA,600,100,100,100,100,100,100,4,"False","https://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pokémon)","Manaphy (Japanese: マナフィ Manaphy) is a Water-type Mythical Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon. Manaphy has the unusual ability to breed, despite being a Mythical Pokémon. It is also unusual in that its offspring are Phione, which do not evolve into Manaphy, and that Manaphy Eggs have a different appearance from other Pokémon Eggs.
","z.hp",1,0,0,0,0,0
"550",550,491,"Darkrai","Dark",NA,600,70,90,90,135,90,125,4,"True","https://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pokémon)","Darkrai (Japanese: ダークライ Darkrai) is a Dark-type Mythical Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"551",551,492,"ShayminLand Forme","Grass",NA,600,100,100,100,100,100,100,4,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.hp",1,0,0,0,0,0
"552",552,492,"ShayminSky Forme","Grass","Flying",600,100,103,75,120,75,127,4,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"553",553,493,"Arceus","Normal",NA,720,120,120,120,120,120,120,4,"True","https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pokémon)","Arceus (Japanese: アルセウス Arceus) is a Normal-type Mythical Pokémon introduced in Generation IV.
","While it is not known to evolve into or from any other Pokémon, it will change type when it is holding a Plate or type-specific Z-Crystal.
","z.hp",1,0,0,0,0,0
"554",554,494,"Victini","Psychic","Fire",600,100,100,100,100,100,100,5,"True","https://bulbapedia.bulbagarden.net/wiki/Victini_(Pokémon)","Victini (Japanese: ビクティニ Victini) is a dual-type Psychic/Fire Mythical Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.hp",1,0,0,0,0,0
"555",555,495,"Snivy","Grass",NA,308,45,45,55,45,55,63,5,"False","https://bulbapedia.bulbagarden.net/wiki/Snivy_(Pokémon)","Snivy (Japanese: ツタージャ Tsutarja) is a Grass-type Pokémon introduced in Generation V.
","It evolves into Servine starting at level 17, which evolves into Serperior starting at level 36.
","z.spd",0,0,0,0,0,1
"556",556,496,"Servine","Grass",NA,413,60,60,75,60,75,83,5,"False","https://bulbapedia.bulbagarden.net/wiki/Servine_(Pokémon)","Servine (Japanese: ジャノビー Janovy) is a Grass-type Pokémon introduced in Generation V.
","It evolves from Snivy starting at level 17 and evolves into Serperior starting at level 36.
","z.spd",0,0,0,0,0,1
"557",557,497,"Serperior","Grass",NA,528,75,75,95,75,95,113,5,"False","https://bulbapedia.bulbagarden.net/wiki/Serperior_(Pokémon)","Serperior (Japanese: ジャローダ Jalorda) is a Grass-type Pokémon introduced in Generation V.
","It evolves from Servine starting at level 36. It is the final form of Snivy.
","z.spd",0,0,0,0,0,1
"558",558,498,"Tepig","Fire",NA,308,65,63,45,45,45,45,5,"False","https://bulbapedia.bulbagarden.net/wiki/Tepig_(Pokémon)","Tepig (Japanese: ポカブ Pokabu) is a Fire-type Pokémon introduced in Generation V.
","It evolves into Pignite starting at level 17, which evolves into Emboar starting at level 36.
","z.hp",1,0,0,0,0,0
"559",559,499,"Pignite","Fire","Fighting",418,90,93,55,70,55,55,5,"False","https://bulbapedia.bulbagarden.net/wiki/Pignite_(Pokémon)","Pignite (Japanese: チャオブー Chaoboo) is a dual-type Fire/Fighting Pokémon introduced in Generation V.
","It evolves from Tepig starting at level 17 and evolves into Emboar starting at level 36.
","z.hp",1,0,0,0,0,0
"560",560,500,"Emboar","Fire","Fighting",528,110,123,65,100,65,65,5,"False","https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pokémon)","Emboar (Japanese: エンブオー Enbuoh) is a dual-type Fire/Fighting Pokémon introduced in Generation V.
","It evolves from Pignite starting at level 36. It is the final form of Tepig.
","z.hp",1,0,0,0,0,0
"561",561,501,"Oshawott","Water",NA,308,55,55,45,63,45,45,5,"False","https://bulbapedia.bulbagarden.net/wiki/Oshawott_(Pokémon)","Oshawott (Japanese: ミジュマル Mijumaru) is a Water-type Pokémon introduced in Generation V.
","It evolves into Dewott starting at level 17, which evolves into Samurott starting at level 36.
","z.sp.atk",0,0,0,1,0,0
"562",562,502,"Dewott","Water",NA,413,75,75,60,83,60,60,5,"False","https://bulbapedia.bulbagarden.net/wiki/Dewott_(Pokémon)","Dewott (Japanese: フタチマル Futachimaru) is a Water-type Pokémon introduced in Generation V.
","It evolves from Oshawott starting at level 17 and evolves into Samurott starting at level 36.
","z.sp.atk",0,0,0,1,0,0
"563",563,503,"Samurott","Water",NA,528,95,100,85,108,70,70,5,"False","https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pokémon)","Samurott (Japanese: ダイケンキ Daikenki) is a Water-type Pokémon introduced in Generation V.
","It evolves from Dewott starting at level 36. It is the final form of Oshawott.
","z.sp.atk",0,0,0,1,0,0
"564",564,504,"Patrat","Normal",NA,255,45,55,39,35,39,42,5,"False","https://bulbapedia.bulbagarden.net/wiki/Patrat_(Pokémon)","Patrat (Japanese: ミネズミ Minezumi) is a Normal-type Pokémon introduced in Generation V.
","It evolves into Watchog starting at level 20.
","z.atk",0,1,0,0,0,0
"565",565,505,"Watchog","Normal",NA,420,60,85,69,60,69,77,5,"False","https://bulbapedia.bulbagarden.net/wiki/Watchog_(Pokémon)","Watchog (Japanese: ミルホッグ Miruhog) is a Normal-type Pokémon introduced in Generation V.
","It evolves from Patrat starting at level 20.
","z.spd",0,0,0,0,0,1
"566",566,506,"Lillipup","Normal",NA,275,45,60,45,25,45,55,5,"False","https://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pokémon)","Lillipup (Japanese: ヨーテリー Yorterrie) is a Normal-type Pokémon introduced in Generation V.
","It evolves into Herdier starting at level 16, which evolves into Stoutland starting at level 32.
","z.spd",0,0,0,0,0,1
"567",567,507,"Herdier","Normal",NA,370,65,80,65,35,65,60,5,"False","https://bulbapedia.bulbagarden.net/wiki/Herdier_(Pokémon)","Herdier (Japanese: ハーデリア Herderrie) is a Normal-type Pokémon introduced in Generation V.
","It evolves from Lillipup starting at level 16 and evolves into Stoutland starting at level 32.
","z.atk",0,1,0,0,0,0
"568",568,508,"Stoutland","Normal",NA,500,85,110,90,45,90,80,5,"False","https://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pokémon)","Stoutland (Japanese: ムーランド Mooland) is a Normal-type Pokémon introduced in Generation V.
","It evolves from Herdier starting at level 32. It is the final form of Lillipup.
","z.atk",0,1,0,0,0,0
"569",569,509,"Purrloin","Dark",NA,281,41,50,37,50,37,66,5,"False","https://bulbapedia.bulbagarden.net/wiki/Purrloin_(Pokémon)","Purrloin (Japanese: チョロネコ Choroneko) is a Dark-type Pokémon introduced in Generation V.
","It evolves into Liepard starting at level 20.
","z.spd",0,0,0,0,0,1
